"Title","Date","Link","Content"
"'AI기본법·단통법 폐지안' 국회 소위 통과"," 서울경제14면 9단5일 전네이버뉴스 ","https://www.sedaily.com/NewsView/2DGXKRF33P",""
"""머스크 품은 트럼프號, 'AI 개발 규제' 강화할 수도"""," 뉴시스언론사 선정6일 전네이버뉴스 ","https://www.newsis.com/view/NISX20241120_0002966063",""
"여야 정쟁으로 ‘민생 법안’ 뒷전 우려"," 광주매일신문2일 전 ","http://www.kjdaily.com/article.php?aid=1732445228645072002",""
"'2024 병원약사대회' 개최… 'AI 시대, 헬스케어를 이끄는 약사의 역할'"," 보건뉴스1일 전 ","http://www.bokuennews.com/news/article.html?no=252489",""
"AI 기본법 연내 처리 길 열렸다"," 매일경제A16면 TOP5일 전네이버뉴스 ","https://www.mk.co.kr/article/11174781",""
"AI 업계 벌벌 떨게 만든 ‘캘리포니아 SB 1047’...더 센 규제 나올까"," 조선일보언론사 선정B10면 1단5일 전네이버뉴스 ","https://www.chosun.com/economy/weeklybiz/2024/11/21/YVL7EPILGJD7NEKZMLYSAAXE5U/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news",""
"민생법안 줄줄이 쌓였는데… 정기국회 막바지 곳곳 진통 여전"," 대전일보언론사 선정4면 TOP2일 전네이버뉴스 ","https://www.daejonilbo.com/news/articleView.html?idxno=2168565","#skin-95 {overflow:hidden;letter-spacing:-.075em}
#skin-95 .wrapper {display:-ms-flexbox;display:flex;-ms-flex-wrap:wrap;flex-wrap:wrap;margin:0 -.5rem}
#skin-95 .wrapper > .item {-ms-flex:0 0 50%;flex:0 0 50%;max-width:50%;padding:0 .5rem}
#skin-95 .wrapper > :not(:nth-child(-n + 2)) {margin-top:1rem}
#skin-95 .frame.movie-icon::before {content:'';display:block;overflow:hidden;position:absolute;z-index:15;left:50%;top:50%;width:31px;height:31px;background:url(/image/autobox/autobox-icons.png) -50px -25px no-repeat;background-size:125px 100px;-ms-transform:translate(-50%, -50%);transform:translate(-50%, -50%)}
#skin-95 .auto-images {border-radius:.3125rem}


			
				
				클래식·국악·춤… 골라보는 재미가 쏠쏠
			
		

			
				
				14개 사업에 248억 투입… 살기좋은 도시 만든다 #skin-96 {overflow:hidden;letter-spacing:-.075em}
#skin-96 .wrapper {display:-ms-flexbox;display:flex;-ms-flex-wrap:wrap;flex-wrap:wrap;margin:0 -.5rem}
#skin-96 .wrapper > .item {-ms-flex:0 0 50%;flex:0 0 50%;max-width:50%;padding:0 .5rem}
#skin-96 .wrapper > :not(:nth-child(-n + 2)) {margin-top:1rem}
#skin-96 .frame.movie-icon::before {content:'';display:block;overflow:hidden;position:absolute;z-index:15;left:50%;top:50%;width:31px;height:31px;background:url(/image/autobox/autobox-icons.png) -50px -25px no-repeat;background-size:125px 100px;-ms-transform:translate(-50%, -50%);transform:translate(-50%, -50%)}
#skin-96 .auto-images {border-radius:.3125rem}


			
				
				[르포] ""제주 경제 이끄는 감귤…감귤박람회로 1000억원 이상 경제 파급효과""
			
		

			
				
				[르포] ""고령자가 운전하면 인지반응 2-3배 더 길어져요"" #skin-97 {overflow:hidden;letter-spacing:-.075em}
#skin-97 .wrapper {display:-ms-flexbox;display:flex;-ms-flex-wrap:wrap;flex-wrap:wrap;margin:0 -.5rem}
#skin-97 .wrapper > .item {-ms-flex:0 0 50%;flex:0 0 50%;max-width:50%;padding:0 .5rem}
#skin-97 .wrapper > :not(:nth-child(-n + 2)) {margin-top:1rem}
#skin-97 .frame.movie-icon::before {content:'';display:block;overflow:hidden;position:absolute;z-index:15;left:50%;top:50%;width:31px;height:31px;background:url(/image/autobox/autobox-icons.png) -50px -25px no-repeat;background-size:125px 100px;-ms-transform:translate(-50%, -50%);transform:translate(-50%, -50%)}
#skin-97 .auto-images {border-radius:.3125rem}


			
				
				[뉴스 즉설]민주당 금기어 '플랜B', 양향자 2년 전 '이재명 계륵' 예언?
			
		

			
				
				[뉴스 즉설]이재명 너무 위험한 25일, '위증교사' 무죄 vs 징역 1년? #skin-125 {overflow:hidden;letter-spacing:-.075em}
#skin-125 .wrapper {display:-ms-flexbox;display:flex;-ms-flex-wrap:wrap;flex-wrap:wrap;margin:0 -.5rem}
#skin-125 .wrapper > .item {-ms-flex:0 0 50%;flex:0 0 50%;max-width:50%;padding:0 .5rem}
#skin-125 .wrapper > :not(:nth-child(-n + 2)) {margin-top:1rem}
#skin-125 .frame.movie-icon::before {content:'';display:block;overflow:hidden;position:absolute;z-index:15;left:50%;top:50%;width:31px;height:31px;background:url(/image/autobox/autobox-icons.png) -50px -25px no-repeat;background-size:125px 100px;-ms-transform:translate(-50%, -50%);transform:translate(-50%, -50%)}
#skin-125 .auto-images {border-radius:.3125rem}


			
				
				[N년전 오늘] 대전 금은방 강도살인 사건… '제보'가 해결 단초
			
		

			
				
				[N년전 오늘] ""모든 정황증거가 가리키는 한 사람""…대전 판암동 살인사건 #skin-2 > .item:not(:first-child) {margin-top:7px}
#skin-2 .number {overflow:hidden;width:20px;line-height:20px;background-color:#fff;border:1px solid rgba(0,0,0,.1);text-align:center;border-radius:50%}
#skin-2 .number.user-bg {background-color:#e73f72}
#skin-2 .auto-titles {width:calc(100% - 20px);padding-left:10px}

			
				1
				중부내륙선 충추-문경 2단계 개통…수도권과 충북·경북 90분 생활권
			
		

			
				2
				주민등록증, 56년 만에 '모바일 발급' 된다…내달부터 가능
			
		

			
				3
				장동혁 ""당 헤게모니 싸움 시작…한동훈 끌어내리려는 공격""
			
		

			
				4
				""세계적 핫플레이스""…세종 국립박물관단지 '복합문화공간' 조성
			
		

			
				5
				조국 딸 조민, 화장품 회사 CEO 됐다…'세로랩스' 론칭
			
		

			
				6
				빌라 전세시장 망가진다…HUG 전세보증 요건 강화 움직임
			
		

			
				7
				세종·대전 등 9개 시군구, 내달부터 '모바일 주민등록증' 발급
			
		

			
				8
				대전 마이스 산업, 도룡-역세권-국가산단 '삼각축' 실현 가능할까
			
		

			
				9
				가시화된 대전·충남 행정통합…기초단체 여론 통합은 과제
			
		

			
				10
				장예찬 ""천하의 한동훈 말 길어…가족 尹 비방글 확신"" #skin-4 > .item:not(:first-child) {margin-top:7px}
#skin-4 .number {overflow:hidden;width:20px;line-height:20px;background-color:#fff;border:1px solid rgba(0,0,0,.1);text-align:center;border-radius:50%}
#skin-4 .number.user-bg {background-color:#e73f72}
#skin-4 .auto-titles {width:calc(100% - 20px);padding-left:10px}

			
				1
				천안아산 접경지 주민들 악취 피해 호소
			
		

			
				2
				충남대-한밭대-공주대… 글로컬30 새판짜는 지역국립대
			
		

			
				3
				처참한 세종 아파트값…전국에서 '하락폭 1위'
			
		

			
				4
				문가비 임신기간 중  정우성 ""결혼 안한 게 아니라 못한 것""
			
		

			
				5
				세종시 50대 공무원 2명, 업무 도중 쓰러져 수술·입원 치료
			
		

			
				6
				충청권 아파트값 마이너스 행진…세종은 '하락폭 1위' 불명예
			
		

			
				7
				최악의 상가공실난 겪는 세종, 전문가 제안은 ""전체 상업용지 총량 관리""
			
		

			
				8
				""교통 편의성이 대학 경쟁력""… 대전 3-5호선 노선 반영 목소리
			
		

			
				9
				""포기하렵니다"" 경기 침체 늪에 빠진 지역기업
			
		

			
				10
				'점심 1만 5000원 시대'…런치플레이션에 프랜차이즈만 호황? #skin-1 > .item:not(:first-child) {margin-top:7px}
#skin-1 .number {overflow:hidden;width:20px;line-height:20px;background-color:#fff;border:1px solid rgba(0,0,0,.1);text-align:center;border-radius:50%}
#skin-1 .number.user-bg {background-color:#e73f72}
#skin-1 .auto-titles {width:calc(100% - 20px);padding-left:10px}

			
				1
				순국선열 얼 서린 독립기념관 모인 전국 건각들…2024 천안유관순평화마라톤
			
		

			
				2
				벼랑 끝 대전 프로구단, 내년엔 팬들 기대 부응할까
			
		

			
				3
				[천안유관순평화마라톤대회 구간별 우승자] 남자 5㎞ 이학빈
			
		

			
				4
				[천안유관순평화마라톤대회 구간별 우승자] 남자 하프 박창하
			
		

			
				5
				[천안유관순평화마라톤대회] 독립기념관서 달리기로 늦가을 만끽 #skin-52 > .item:not(:first-child) {margin-top:7px}
#skin-52 .number {overflow:hidden;width:20px;line-height:20px;background-color:#fff;border:1px solid rgba(0,0,0,.1);text-align:center;border-radius:50%}
#skin-52 .number.user-bg {background-color:#e73f72}
#skin-52 .auto-titles {width:calc(100% - 20px);padding-left:10px}

			
				1
				생후 1주일만에 숨진 장애 영아 부모, 살인 혐의 수사 전환
			
		

			
				2
				세종 3층 상가주택 화재… 60대 남녀 숨진 채 발견
			
		

			
				3
				서울고검, '김 여사 도이치 무혐의' 항고 사건 배당 마쳐
			
		

			
				4
				경부고속도로서 차량 10대 잇따라 추돌… 3명 부상
			
		

			
				5
				손주들 양육하던 50대 할머니, 조현병 앓고 3살 손녀 살해까지"
"국회, AI 기본법제정 박차…진흥과 규제 균형점 모색"," AI타임스2일 전 ","https://www.aitimes.com/news/articleView.html?idxno=165622","#skin-a-relation .item.for-photo {position:relative}
#skin-a-relation > .item.for-photo .frame {position:relative;width:auto}
#skin-a-relation .content {display:block;margin-top:10px;padding:0 8px}
#skin-a-relation .auto-titles{font-weight:400}

@media screen and (max-width: 39.9375em) {
	.auto-article.tiles-3x .item {width:100%;margin-top:16px;margin-left:0}
	.auto-article.tiles-3x .item:first-child {margin-top:0}
	#skin-a-relation > .item.for-photo .frame::after {content:'';position:absolute;z-index:2;left:0;top:0;width:100%;height:100%;background:url(/image/autobox/box-overbg-medium.png) left bottom repeat-x}
	#skin-a-relation .content {position:absolute;z-index:10;left:0;bottom:0;width:100%;padding:0 20px 16px}
	#skin-a-relation .auto-titles {font-size:20px;color:#fff !important}
}

		
			
			
				[기자수첩] 전남 통합국립의대, 미래를 위한 준비
			
		
	

		
			
			
				여수·광양시, SNS 홍보경쟁력 입증…SNS 대상 2관왕·최우수상 수상
			
		
	

		
			
			
				전남도, 정부에 통합 국립의대 설립 촉구...""대통령 약속 지켜야"" [기자수첩] 전남 통합국립의대, 미래를 위한 준비 여수·광양시, SNS 홍보경쟁력 입증…SNS 대상 2관왕·최우수상 수상 전남도, 정부에 통합 국립의대 설립 촉구...""대통령 약속 지켜야"" #skin-200 > .item:not(:first-child) {margin-top:8px}
#skin-200 .number {overflow:hidden;width:22px;line-height:38px;background-color:#fff;border:1px solid rgba(0,0,0,.1);text-align:center}
#skin-200 .number.user-bg {background-color:#e73f72}
#skin-200 .auto-titles {width:calc(100% - 22px);padding-left:12px}

			
				1
				""챗GPT야, 나를 그려줘""...새로운 챌린지 화제
			
		

			
				2
				세레브라스, AI 추론 속도서 세계 신기록 수립...""GPU보다 75배 빨라""
			
		

			
				3
				AI2, 과학 연구에서 'GPT-4o'보다 성능 뛰어난 오픈 소스 ‘오픈스칼라’ 출시
			
		

			
				4
				오픈AI, 기업 시장 점유율 50%에서 34%로 하락...앤트로픽은 24%로 두배 증가
			
		

			
				5
				오픈AI, '챗GPT' 탑재한 웹 브라우저 개발 중...구글 '크롬' 영역 넘본다
			
		

			
				6
				구글, 최고 성능 음악 생성 AI 개발하고도 저작권 문제로 프로젝트 중단
			
		

			
				7
				애플, 오픈AI 따라잡을 'LLM 시리' 개발 중...2026년 출시 예정
			
		

			
				8
				오픈AI 데이터센터 건설 담당 크루소에 투자사 70곳 몰려
			
		

			
				9
				앤트로픽의 AI 에이전트 테스트 결과 공개...""유용하지만 아직 기업 배포는 일러""
			
		

			
				10
				""AI와 인터뷰 2시간이면 인간 성격 복제 가능"" #skin-196 {letter-spacing:-.075em}
#skin-196 > :not(:first-child) {margin-top:1.875rem}
#skin-196 .frame.movie-icon::before {content:'';display:block;overflow:hidden;position:absolute;z-index:15;left:50%;top:50%;width:62px;height:62px;background:url(/image/autobox/autobox-icons.png) -100px -50px no-repeat;-ms-transform:translate(-50%, -50%);transform:translate(-50%, -50%)}
#skin-245 .auto-images, #skin-245_edituse .auto-images{padding-bottom:100%;}

			
				
				안두릴, 백팩에 휴대하는 살상용 드론 공개 #skin-253 > .item {margin-top:10px}
#skin-253 > .item:first-child {margin-top:0}
#skin-253 .item.martop:first-child {margin-top:15px}

			""모델 답변의 5%가 환각이라는 것이 아니라, 어떤 5%가 환각인지 알 수 없다는 것이 문제""
		

			""AI 인해 사진의 힘 사라져가...사진이 '현실 전달'이라는 가정 없어져""
		

			""LLM 비즈니스 하향평준화돼...누구나 만들며 수익성 떨어져"""
"알고리즘과 소비자 안전 [김윤명 박사의 AI 웨이브]"," 서울경제3일 전네이버뉴스 ","https://www.sedaily.com/NewsView/2DGYWB2B00",""
"AI 기본법·단통법 폐지안, 국회 상임위 문턱 넘었다"," 뉴스15일 전네이버뉴스 ","https://www.news1.kr/it-science/general-it/5608089",""
"지지부진 ‘AI 기본법’ 통과 초읽기… 막판 변수 된 ‘고위험 AI’ 규제"," 조선비즈5일 전네이버뉴스 ","https://biz.chosun.com/it-science/ict/2024/11/22/3K6UPJGXNVFCTEXIA2VGRKQENY/?utm_source=naver&utm_medium=original&utm_campaign=biz",""
"[지금해외는] 미국, AI 혁신 제일 앞서 있어"," 녹색경제신문3일 전 ","https://www.greened.kr/news/articleView.html?idxno=320608","삼성전자, 한진만 파운드리사업부장 발탁 등 반도체 '인적 쇄신'...삼성, 이부진·이서현 등 역할 '관심'
			
			
			삼성전자, 한진만 파운드리사업부장 발탁 등 반도체 '인적 쇄신'...삼성, 이부진·이서현 등 역할 '관심'
			
		

		

		
				현대바이오, 최대주주 특허권 장사에 줄줄 새는 회사 자금③
			
			
			현대바이오, 최대주주 특허권 장사에 줄줄 새는 회사 자금③
			
		

		

		
				[데이터 뉴스룸] 전자업체 영업益 좋은 성적에도 웃지 못했다, 왜?…SK하이닉스 14조 올릴 때, LG디스플레이 조 단위 손실
			
			
			[데이터 뉴스룸] 전자업체 영업益 좋은 성적에도 웃지 못했다, 왜?…SK하이닉스 14조 올릴 때, LG디스플레이 조 단위 손실 1도마 위에 오른 ‘대한민국 게임대상’… 무엇이 문제였나
2현대바이오, 무증 계획 언급…공시 위반 가능성 대두
3LG이노텍, 기업가치 제고 나선다... 배당성향·ROE 높여 ‘밸류업’
4 ""협력사 분골쇄신 덕""... 동반성장 '최우수' 삼성물산 패션, 동반성장데이 개최 등
5 CJ 이재현 회장, 임원인사 하자마자 CEO경영회의 열고 경쟁력 점검 등
61000대 기업, CEO 배출 대학 순위...'SKY' 이어 한양대·서강대·성대·중앙대·부산대·한국외대·인하대 '톱10'
7GS그룹 자이에스앤디, ‘주택→오피스’ 사업영역 확장... 오피스빌딩 첫 수주
8'단통법 폐지', 9부 능선 넘었다 내달 본회의 통과 앞둬...실제 통신비 인하 효과로  이어질까
9삼성전자, 한진만 파운드리사업부장 발탁 등 반도체 '인적 쇄신'...삼성, 이부진·이서현 등 역할 '관심'
10 에너지業 올 3분기 매출 쪼그라져…한전 올랐고 VS 가스공사 내렸다
11  IT업체 매출 실적에 희비교차…넷마블 방긋 VS 스튜디오드래곤 울상
12생·손보사 경쟁 격화에 GA '함박웃음'...올해 순익 성장 '껑충'
13 유통상사業 올 3분기 매출 성적 제자리서 맴돌아…호텔신라 상승 VS 롯데하이마트 하락
14HMM, LNG 추진선 도입…친환경성 두고 논란 제기
15영풍, 고려아연으로부터 받은 배당금만 1조↑, 수익률은 5000% 육박...주주환원 정책의 최대 수혜자가 장 씨 일가?
16현대바이오, 바이오 사업 성과 부진…유증 이후도 불확실②
17현대바이오, 주주 돈으로 빚 갚고…생색도 주주 돈으로①
18지금이 게임을 구입해야 할 시기…게임업계 블랙프라이데이 할인 진행
19한화큐셀 자회사 엔핀, 3억2500만달러 ABS 발행…미국 태양광 금융사업 박차
20 우리은행, 5조원 규모 카타르 담수·발전 플랜트 금융주선 참여 外
21생성형AI 탓에 악성코드 개발이 쉬워진다? 보안기업 안랩이 전망한 5대 사이버 보안 위협은

<!--
$(document).ready(function(){
		
	$('#roll_23').slick({
		arrows: false,
		dots: true,
		dotsClass: 'auto-pager',
		rows: 7, // 한번에 출력될 갯수
		infinite: true,
		speed: 300,
		slidesToShow: 1
	});

});
//-->  [ESG 리더스] 하나은행 기업ESG컨설팅팀 김진주 과장 ""중소기업 지속가능한 성장 위한 금융 실천""
			[ESG 리더스] 하나은행 기업ESG컨설팅팀 김진주 과장 ""중소기업 지속가능한 성장 위한 금융 실천""
		

				[ESG 리더스] 국내 최초 '독립형 어린이 단기의료돌봄센터' 도토리하우스 김민선 센터장...""부모와 아이 모두에게 필요한 시간과 경험을 주는 곳""
			[ESG 리더스] 국내 최초 '독립형 어린이 단기의료돌봄센터' 도토리하우스 김민선 센터장...""부모와 아이 모두에게 필요한 시간과 경험을 주는 곳""
		

				[ESG 리더스] 'AI 수어번역 솔루션 등 사회적 약자 서비스 제공' 이지수 바토너스 대표 ""AI·신기술이 바람직하게 쓰일 수 있도록""
			[ESG 리더스] 'AI 수어번역 솔루션 등 사회적 약자 서비스 제공' 이지수 바토너스 대표 ""AI·신기술이 바람직하게 쓰일 수 있도록""
		

				[ESG 리더스] 'ESG평가 2년 연속 통합 A등급' 현대해상 이승훈 차장 ""전사적인 인식 제고가 ESG경영의 출발점""
			[ESG 리더스] 'ESG평가 2년 연속 통합 A등급' 현대해상 이승훈 차장 ""전사적인 인식 제고가 ESG경영의 출발점"" 녹색경제신문, 창립 14주년 ESG포럼 성료...트럼프 2.0 시대,  한국인들의 생존전략은?
			녹색경제신문, 창립 14주년 ESG포럼 성료...트럼프 2.0 시대,  한국인들의 생존전략은?
		

				[ESG 동향] “나눔도 커피처럼 향기롭게”... 동서식품, 문화예술 특화 사회공헌 활동 주목
			[ESG 동향] “나눔도 커피처럼 향기롭게”... 동서식품, 문화예술 특화 사회공헌 활동 주목
		

				식품업계, 트렌드 코리아 2025 키워드 ‘기후감수성’ 실천... 품종개발·대안식품 방식 다양해
			식품업계, 트렌드 코리아 2025 키워드 ‘기후감수성’ 실천... 품종개발·대안식품 방식 다양해
		

				""플로깅 계절이 왔다""...보험사, 가을철 ESG는 '친환경' 중심
			""플로깅 계절이 왔다""...보험사, 가을철 ESG는 '친환경' 중심 가치지향적 소비 및 투자 시대, ESG금융에 의한 지속가능한 기업밸류업이미지없음SNS 발달과 함께 소비자들은 다양한 정보들을 쉽게 접하게 되면서, 단순히 제품이나 서비스의 기능뿐만 아니라, 그 제품이 어떻게 만들어졌는지, 어떤 사회적 가치를 지니는지에 대한 ...
				
			
			

				[기자수첩] “우리 회사는 여대 출신 안 뽑는다”...회사 이름 달고 거짓말을 하는 이유는 뭘까?
			

				[한영도의 ESG칼럼 ] 경제학의 아버지, 아담 스미스에게 지속가능한 발전의 길을 묻다
			

				[한영도의 ESG칼럼] KCGS는 ESG 등급기준 등의 정보를 왜 공개하지 않는가
			

				[기자수첩] ‘충격적 위생상태’ 남대문시장 국수골목에 가다... 담당 구청 “시정조치에도 변화 어려워”
			

				[한영도의 ESG칼럼] ESG 경영시대, 소비자의 안전과 가치소비: 새로운 소비 패러다임의 확산 [데이터 뉴스룸] 전자업체 영업益 좋은 성적에도 웃지 못했다, 왜?…SK하이닉스 14조 올릴 때, LG디스플레이 조 단위 손실
			[데이터 뉴스룸] 전자업체 영업益 좋은 성적에도 웃지 못했다, 왜?…SK하이닉스 14조 올릴 때, LG디스플레이 조 단위 손실
		

				[데이터 뉴스룸]  IT업체 매출 실적에 희비교차…넷마블 방긋 VS 스튜디오드래곤 울상
			[데이터 뉴스룸]  IT업체 매출 실적에 희비교차…넷마블 방긋 VS 스튜디오드래곤 울상
		

				[데이터 뉴스룸] 에너지業 올 3분기 매출 쪼그라져…한전 올랐고 VS 가스공사 내렸다
			[데이터 뉴스룸] 에너지業 올 3분기 매출 쪼그라져…한전 올랐고 VS 가스공사 내렸다
		

				[데이터 뉴스룸] 유통상사業 올 3분기 매출 성적 제자리서 맴돌아…호텔신라 상승 VS 롯데하이마트 하락
			[데이터 뉴스룸] 유통상사業 올 3분기 매출 성적 제자리서 맴돌아…호텔신라 상승 VS 롯데하이마트 하락 [디지털 컬처] Z세대, 인공지능을 가장 무서워하는 인구 집단
							[디지털 컬처] Z세대, 인공지능을 가장 무서워하는 인구 집단
					[녹색경제신문 = 박진아 유럽 주재기자] 이미 인터넷이 도체에 공기처럼 있는 세상에서 태어난 인류 첫 세대인 Z세대, 혹은 영어로 이른바 ‚젠지어스(Gen Zers)‘로 불리는 인...
				
			
			

				[지금해외는] 미국 VS 유럽, 2024년 딥 테크 누가 앞섰나?
			

				[지금해외는] 트럼프 소유 SNS 기업, 암호화폐 거래 플랫폼 사들인다
			

				[지금해외는] 새로 떠오르는 SNS 플랫폼 ‚블루스카이’는 뭐지?
			

				[해외ESG이슈] 다국적 석유기업, '탄소 배출 명령 따를 필요 없다' 판결"
"""AI 법제화 주요 쟁점 논의...국내선 어디로"""," 지디넷코리아언론사 선정4일 전네이버뉴스 ","https://zdnet.co.kr/view/?no=20241122183120",""
"[위기의 AI칩 下] AI칩 경쟁력 위한 정책·인프라 필요하다"," 브릿지경제2일 전 ","https://www.viva100.com/article/20241123500103",""
"한국 의회는 AI 기본법 뒷전, 美는 초당적 지원"," 조선일보A4면 1단6일 전네이버뉴스 ","https://www.chosun.com/politics/politics_general/2024/11/21/GZ5AFJRONJERNPQIXYMF3ZOD2M/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news",""
"'AI기본법' 과방위 소위 통과⋯삼성·SK 주도권 경쟁 예고"," 아시아타임즈3일 전 ","https://www.asiatime.co.kr/article/20241122500290",""
"과방위 사상 첫 KBS 사장 사흘 청문회에… 與 “시급한 법안심사 쌓였는..."," 조선비즈언론사 선정7일 전네이버뉴스 ","https://biz.chosun.com/topics/topics_social/2024/11/19/SAQYLRI3Y5DIXPXT5AQ6PQF3AA/?utm_source=naver&utm_medium=original&utm_campaign=biz",""
